,Title,Summary,Director,Writer,Main Genres,Release Year,Runtime (Minutes),Rating (Out of 10),metadata
8146,io,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",Jonathan Helpert,"Clay Jeter,Charles Spano,Will Basanta","Adventure,Drama,Sci-Fi",2019.0,96.0,4.8,young scientist search way save dying earth find connection man racing catch last shuttle planet clay jeter charles spano basanta jonathan helpert adventure drama sci fi
8147,the kid,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",Charles Chaplin,Charles Chaplin,"Comedy,Drama,Family",1921.0,68.0,8.2,tramp care abandoned child event put relationship jeopardy charles chaplin charles chaplin comedy drama family
8148,early man,"Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick Hognob as they unite his tribe against a mighty enemy Lord Nooth and his Bronze Age City to save their home.",Nick Park,"Nick Park,Mark Burton,James Higginson","Animation,Adventure,Comedy",2018.0,89.0,6.1,set dawn time prehistoric creature woolly mammoth roamed earth early man tell story dug along sidekick hognob unite tribe mighty enemy lord nooth bronze age city save home nick park mark burton james higginson nick park animation adventure comedy
8149,seberg,"Inspired by real events in the life of French New Wave icon Jean Seberg. In the late 1960s, Hoover's FBI targeted her because of her political and romantic involvement with civil rights activist Hakim Jamal.",Benedict Andrews,"Anna Waterhouse,Joe Shrapnel","Biography,Drama,Thriller",2019.0,102.0,6.0,inspired real event life french new wave icon jean seberg late hoover fbi targeted political romantic involvement civil right activist hakim jamal anna waterhouse joe shrapnel benedict andrew biography drama thriller
8150,year of the dragon,A police detective cracks down on organized crime in Chinatown after the murders of Triad and Mafia leaders.,Michael Cimino,"Robert Daley,Oliver Stone,Michael Cimino","Action,Crime,Drama",1985.0,134.0,6.8,police detective crack organized crime chinatown murder triad mafia leader robert daley oliver stone michael cimino michael cimino action crime drama
8151,gloria,"When a young boy's family is killed by the mob, their tough neighbor Gloria becomes his reluctant guardian. In possession of a book that the gangsters want, the pair go on the run in New York.",John Cassavetes,John Cassavetes,"Crime,Drama,Thriller",1980.0,123.0,7.1,young boy family killed mob tough neighbor gloria becomes reluctant guardian possession book gangster want pair go run new york john cassavetes john cassavetes crime drama thriller
8152,colors of love,"When librarian Taylor Harris suddenly loses her job, she visits her brother's small town in Montana, where she gets involved in helping save her brother's small-town hotel from tycoon, Joel Sheenan, who wants to renovate it.",Bradley Walsh,"Emily Golden,Jane Porter","Drama,Romance",2021.0,85.0,5.6,librarian taylor harris suddenly loses job visit brother small town montana get involved helping save brother small town hotel tycoon joel sheenan want renovate emily golden jane porter bradley walsh drama romance
8153,once upon a crime,"While at the royal ball with Cinderella, Little Red Riding Hood finds herself in the middle of a mystery. Can she solve the case before midnight strikes?",Yûichi Fukuda,"Yûichi Fukuda,Aito Aoyagi,Tetsurô Kamata","Adventure,Comedy,Crime",2023.0,107.0,5.2,royal ball cinderella little red riding hood find middle mystery solve case midnight strike ichi fukuda aito aoyagi tetsur kamata ichi fukuda adventure comedy crime
8154,young sherlock holmes,"When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate.",Barry Levinson,"Arthur Conan Doyle,Chris Columbus","Adventure,Fantasy,Mystery",1985.0,109.0,6.8,assorted people start inexplicable delusion lead death teenage sherlock holmes decides investigate arthur conan doyle chris columbus barry levinson adventure fantasy mystery
8155,delicious,"France, 1789, just before the Revolution. With the help of a surprising talented young woman, a chef who has been sacked by his noble master finds the strength to free himself from his position as a servant and opens the first ever restaurant.",Éric Besnard,"Éric Besnard,Nicolas Boukhrief","Comedy,Drama,History",2021.0,112.0,7.0,france revolution help surprising talented young woman chef sacked noble master find strength free position servant open first ever restaurant ric besnard nicolas boukhrief ric besnard comedy drama history
8156,dil se..,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,Mani Ratnam,"Sujatha,Tigmanshu Dhulia,Mani Ratnam","Drama,Romance",1998.0,144.0,7.5,radio broadcaster intense attraction mysterious woman open door tidal wave powerful emotion desire sujatha tigmanshu dhulia mani ratnam mani ratnam drama romance
8157,rise of the footsoldier: origins,"The origin story of how Tucker, Rolfie, and Pat Tate unite to form their own firm.",Nick Nevern,"Nick Nevern,Andrew Loveday","Action,Comedy,Crime",2021.0,107.0,5.8,origin story tucker rolfie pat tate unite form firm nick nevern andrew loveday nick nevern action comedy crime
8158,gallipoli,Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.,Peter Weir,"Peter Weir,David Williamson,Ernest Raymond,Ernest Raymond(uncredited)","Adventure,Drama,History",1981.0,110.0,7.4,two australian sprinter face brutal reality war sent fight gallipoli campaign turkey world war peter weir david williamson ernest raymond ernest raymond uncredited peter weir adventure drama history
8159,paranormal activity: next of kin,"Margot, a young woman who was abandoned by her mother as a baby, travels to a secluded Amish community with a documentary film crew seeking answers about her mother and extended family.",William Eubank,"Christopher Landon,Oren Peli","Horror,Mystery,Thriller",2021.0,98.0,5.3,margot young woman abandoned mother baby travel secluded amish community documentary film crew seeking answer mother extended family christopher landon oren peli william eubank horror mystery thriller
8160,riddick: furya,"It follows Riddick as he returns to his home world, a place he barely remembers and one he fears might be left in ruins. He finds other Furyans fighting for their existence against a new enemy.","David Twohy,David Twohy(aka Furya)","Ken Wheat,David Twohy,Jim Wheat","Action,Adventure,Sci-Fi",2021.0,98.0,,follows riddick return home world place barely remembers one fear might left ruin find furyans fighting existence new enemy ken wheat david twohy jim wheat david twohy david twohy aka furya action adventure sci fi
8161,the survivor,"After World War II, Harry Haft is a boxer who fought against his peers in concentration camps. Haunted by memories, he tries to use fighting legends as a way to find his love.",Barry Levinson,"Alan Scott Haft,Justine Juel Gillmer","Biography,Drama,History",2021.0,129.0,6.7,world war ii harry haft boxer fought peer concentration camp haunted memory try use fighting legend way find love alan scott haft justine juel gillmer barry levinson biography drama history
8162,the bad seed,"Rhoda Penmark seems like your average, sweet eight-year-old girl. After her rival at school dies in mysterious circumstances at the school picnic, her mother starts to suspect that Rhoda was responsible.",Mervyn LeRoy,"William March,John Lee Mahin,Maxwell Anderson","Drama,Horror,Thriller",1956.0,129.0,7.4,rhoda penmark seems like average sweet eight year old girl rival school dy mysterious circumstance school picnic mother start suspect rhoda responsible william march john lee mahin maxwell anderson mervyn leroy drama horror thriller
8163,carnival of souls,"After a traumatic accident, a woman becomes drawn to a mysterious abandoned carnival.",Herk Harvey,"John Clifford,Herk Harvey,Herk Harvey(uncredited)","Horror,Mystery",1962.0,78.0,7.0,traumatic accident woman becomes drawn mysterious abandoned carnival john clifford herk harvey herk harvey uncredited herk harvey horror mystery
8164,three men and a little lady,"Three ex-dads quickly discover how empty life is without their little lady, and go to outrageous lengths in their efforts to win their daughter back in this critically acclaimed and equally charming sequel.",Emile Ardolino,"Sara Parriott,Coline Serreau,Josann McGibbon","Comedy,Drama,Family",1990.0,104.0,5.5,three ex dad quickly discover empty life without little lady go outrageous length effort win daughter back critically acclaimed equally charming sequel sara parriott coline serreau josann mcgibbon emile ardolino comedy drama family
8165,as the gods will,"A group of high school students are forced to play a game of death without knowing who, why or how.",Takashi Miike,"Muneyuki Kaneshiro,Akeji Fujimura,Hiroyuki Yatsu","Adventure,Horror,Sci-Fi",2014.0,117.0,6.3,group high school student forced play game death without knowing muneyuki kaneshiro akeji fujimura hiroyuki yatsu takashi miike adventure horror sci fi
8166,in the earth,"As the world searches for a cure to a disastrous virus, a scientist and park scout venture deep in the forest for a routine equipment run.",Ben Wheatley,Ben Wheatley,"Horror,Mystery,Thriller",2021.0,107.0,5.1,world search cure disastrous virus scientist park scout venture deep forest routine equipment run ben wheatley ben wheatley horror mystery thriller
8167,gods and generals,"The rise and fall of confederate general Thomas ""Stonewall"" Jackson, as he meets with military success against the Union from 1861 to 1863, when he is accidentally killed by his own soldiers.",Ron Maxwell,"Jeff Shaara,Ron Maxwell","Biography,Drama,History",2003.0,219.0,6.2,rise fall confederate general thomas stonewall jackson meet military success union accidentally killed soldier jeff shaara ron maxwell ron maxwell biography drama history
8168,waltz with bashir,An Israeli film director interviews fellow veterans of the 1982 invasion of Lebanon to reconstruct his own memories of his term of service in that conflict.,Ari Folman,Ari Folman,"Documentary,Animation,Biography",2008.0,90.0,8.0,israeli film director interview fellow veteran invasion lebanon reconstruct memory term service conflict ari folman ari folman documentary animation biography
8169,dark asset,"A charming guy attempts to pick up a woman in a bar by spinning a tale involving spies, implanted microchips and the dangerous military scientist hunting him.",Michael Winnick,"Michael Winnick,Terri Farley-Teruel","Action,Thriller",2023.0,90.0,4.0,charming guy attempt pick woman bar spinning tale involving spy implanted microchip dangerous military scientist hunting michael winnick terri farley teruel michael winnick action thriller
8170,the magic of belle isle,"Monty Wildhorn, an alcoholic novelist of Westerns, has lost his drive. His nephew pushes him to summer in quiet Belle Isle. He begrudgingly befriends a newly single mom and her 3 girls who help him find the inspiration to write again.",Rob Reiner,"Rob Reiner(uncredited),Rob Reiner,Andrew Scheinman(uncredited),Andrew Scheinman,Guy Thomas","Comedy,Drama",2012.0,109.0,6.9,monty wildhorn alcoholic novelist western lost drive nephew push summer quiet belle isle begrudgingly befriends newly single mom girl help find inspiration write rob reiner uncredited rob reiner andrew scheinman uncredited andrew scheinman guy thomas rob reiner comedy drama
8171,love exposure,"A bizarre love triangle forms between a young Catholic upskirt photographer, a misandric girl and a manipulative cultist.",Sion Sono,,"Action,Comedy,Drama",2008.0,237.0,8.0,bizarre love triangle form young catholic upskirt photographer misandric girl manipulative cultist sion sono action comedy drama
8172,battle of the bulge,A dramatization of Nazi Germany's final Western Front counterattack of World War II.,Ken Annakin,"John Melson,Philip Yordan,Milton Sperling","Drama,History,War",1965.0,167.0,6.8,dramatization nazi germany final western front counterattack world war ii john melson philip yordan milton sperling ken annakin drama history war
8173,the silencers,Retired agent Matt Helm is re-activated in order to stop an evil organization from exploding an atom bomb over the USA and starting WWIII.,Phil Karlson,"Oscar Saul,Donald Hamilton","Action,Adventure,Comedy",1966.0,102.0,5.9,retired agent matt helm activated order stop evil organization exploding atom bomb usa starting wwiii oscar saul donald hamilton phil karlson action adventure comedy
8174,greenberg,"A man from Los Angeles, who moved to New York years ago, returns to L.A. to figure out his life while he house-sits for his brother. He soon sparks with his brother's assistant.",Noah Baumbach,"Jennifer Jason Leigh,Noah Baumbach","Comedy,Drama,Romance",2010.0,107.0,6.2,man los angeles moved new york year ago return l figure life house sits brother soon spark brother assistant jennifer jason leigh noah baumbach noah baumbach comedy drama romance
8175,across the river and into the trees,"Set in post-World War II Italian Venice, war-torn U.S. Army Colonel Richard Cantwell is a true hero who faces the news of his illness with indifference.",Paula Ortiz,Peter Flannery,"Drama,Romance,War",2022.0,106.0,6.9,set post world war ii italian venice war torn u army colonel richard cantwell true hero face news illness indifference peter flannery paula ortiz drama romance war
8176,snatched,"When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.",Jonathan Levine,Katie Dippold,"Action,Adventure,Comedy",2017.0,90.0,4.7,boyfriend dump exotic vacation young woman persuades ultra cautious mother travel paradise unexpected result katie dippold jonathan levine action adventure comedy
8177,colossus: the forbin project,"Thinking this will prevent war, the US government gives an impenetrable supercomputer total control over launching nuclear missiles. But what the computer does with the power is unimaginable to its creators.",Joseph Sargent,"D.F. Jones,James Bridges","Sci-Fi,Thriller",1970.0,100.0,7.1,thinking prevent war u government give impenetrable supercomputer total control launching nuclear missile computer power unimaginable creator f jones james bridge joseph sargent sci fi thriller
8178,sssssss,A college student becomes lab assistant to a scientist who is working on a serum that can transform humans into snakes.,Bernard L. Kowalski,"Hal Dresner,Daniel C. Striepeke","Horror,Sci-Fi",1973.0,99.0,5.4,college student becomes lab assistant scientist working serum transform human snake hal dresner daniel c striepeke bernard l kowalski horror sci fi
8179,another 9½ weeks,"John heads to Paris hoping to meet his ex from Nine 1/2 Weeks (1986), but instead ends up with her former friend, Lea.",Anne Goursaud,"Mick Davis,Elizabeth McNeill","Drama,Romance",1997.0,105.0,2.9,john head paris hoping meet ex nine week instead end former friend lea mick davis elizabeth mcneill anne goursaud drama romance
8180,demonic,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,Neill Blomkamp,Neill Blomkamp,"Drama,Horror,Sci-Fi",2021.0,104.0,4.3,young woman unleashes terrifying demon supernatural force root decade old rift mother daughter ruthlessly revealed neill blomkamp neill blomkamp drama horror sci fi
8181,rules of engagement,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.,William Friedkin,"Jim Webb,Stephen Gaghan","Drama,Thriller,War",2000.0,128.0,6.4,attorney defends officer trial ordering troop fire civilian stormed u embassy middle eastern country jim webb stephen gaghan william friedkin drama thriller war
8182,"they shoot horses, don't they?",The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.,Sydney Pollack,"James Poe,Horace McCoy,Robert E. Thompson",Drama,1969.0,129.0,7.8,life disparate group contestant intertwine inhumanely grueling dance marathon james poe horace mccoy robert e thompson sydney pollack drama
8183,days of being wild,A man tries to find out who his real mother is after the woman who raised him tells him the truth.,Kar-Wai Wong,"Jeffrey Lau,Kar-Wai Wong","Crime,Drama,Romance",1990.0,100.0,7.4,man try find real mother woman raised tell truth jeffrey lau kar wai wong kar wai wong crime drama romance
8184,don 2,"Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin.",Farhan Akhtar,"Javed Akhtar,Salim Khan,Farhan Akhtar","Action,Crime,Thriller",2011.0,148.0,7.1,turn escape vardhaan prison following recruit team steal currency printing plate bank berlin javed akhtar salim khan farhan akhtar farhan akhtar action crime thriller
8185,nutty professor ii: the klumps,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines, and his reputation, are threatened by his evil clone Buddy Love.",Peter Segal,"Jerry Lewis,Barry W. Blaustein,Steve Oedekerk","Comedy,Romance,Sci-Fi",2000.0,106.0,4.5,scientist sherman klump invention upcoming marriage pretty colleague denise gaines reputation threatened evil clone buddy love jerry lewis barry w blaustein steve oedekerk peter segal comedy romance sci fi
8186,cold creek manor,"A family relocates from the city to a dilapidated house in the country that was once a grand estate. As they begin renovations, they discover their new home harbors a secret and may not be completely free of its former inhabitant.",Mike Figgis,Richard Jefferies,"Drama,Mystery,Thriller",2003.0,118.0,5.0,family relocates city dilapidated house country grand estate begin renovation discover new home harbor secret may completely free former inhabitant richard jefferies mike figgis drama mystery thriller
8187,final girl,"A man teaches a young woman how to become a complete weapon. Later, she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.",Tyler Shields,"Adam Prince,Stephen Scarlata,Johnny Silver","Horror,Thriller",2015.0,84.0,4.7,man teach young woman become complete weapon later approached group sadistic teen kill blonde woman unknown reason hunting season begin adam prince stephen scarlata johnny silver tyler shield horror thriller
8188,kedi,"A profile of an ancient city and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.",Ceyda Torun,,Documentary,2016.0,79.0,7.6,profile ancient city unique people seen eye mysterious beloved animal human ever known cat ceyda torun documentary
8189,shock treatment,Janet and Brad become contestants on a game show and wind up as captives.,Jim Sharman,"Richard O'Brien,Jim Sharman","Comedy,Musical",1981.0,94.0,5.7,janet brad become contestant game show wind captive richard brien jim sharman jim sharman comedy musical
8190,cold skin,A young man arrives at a remote island to take a post of weather observer only to find himself defending the watchtower from deadly creatures which live in the island shores.,Xavier Gens,"Jesús Olmo,Albert Sánchez Piñol,Eron Sheean","Action,Fantasy,Horror",2017.0,108.0,6.0,young man arrives remote island take post weather observer find defending watchtower deadly creature live island shore jes olmo albert nchez pi ol eron sheean xavier gen action fantasy horror
8191,"spring, summer, fall, winter... and spring",A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,Kim Ki-duk,Kim Ki-duk,"Drama,Romance",2003.0,103.0,8.0,boy raised buddhist monk isolated floating temple year pas like season kim ki duk kim ki duk drama romance
8192,manderlay,"A story of slavery, set in the southern U.S. in the 1930s.",Lars von Trier,Lars von Trier,Drama,2005.0,139.0,7.2,story slavery set southern u lars von trier lars von trier drama
8193,all is true,A look at the final days in the life of renowned playwright William Shakespeare.,Kenneth Branagh,Ben Elton,"Biography,Drama,History",2018.0,101.0,6.3,look final day life renowned playwright william shakespeare ben elton kenneth branagh biography drama history
8194,the proposition,"A lawman apprehends a notorious outlaw and gives him nine days to kill his older brother, or else they'll execute his younger brother.",John Hillcoat,Nick Cave,"Crime,Drama,Western",2005.0,104.0,7.3,lawman apprehends notorious outlaw give nine day kill older brother else execute younger brother nick cave john hillcoat crime drama western
8195,self reliance,"Given the opportunity to participate in a life or death reality game show, one man discovers there's a lot to live for.",Jake Johnson,Jake Johnson,"Comedy,Thriller",2023.0,85.0,7.2,given opportunity participate life death reality game show one man discovers lot live jake johnson jake johnson comedy thriller
8196,time lapse,"Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.",Bradley King,"Bp Cooper,Bradley King","Mystery,Sci-Fi,Thriller",2014.0,104.0,6.5,three friend discover mysterious machine take picture twenty four hour future conspire use personal gain disturbing dangerous image begin develop bp cooper bradley king bradley king mystery sci fi thriller
8197,death to smoochy,"A kids' show host, Rainbow Randolph, is fired in disgrace while his replacement, Sheldon Mopes, A.K.A. Smoochy the Rhino, finds himself a rising star. Unfortunately for Sheldon, the business of kids' television isn't all child's play.",Danny DeVito,Adam Resnick,"Comedy,Crime,Drama",2002.0,109.0,6.3,kid show host rainbow randolph fired disgrace replacement sheldon mope k smoochy rhino find rising star unfortunately sheldon business kid television child play adam resnick danny devito comedy crime drama
8198,mother/android,"In a post-apocalyptic world rocked by a violent android uprising, a young pregnant woman and her boyfriend desperately search for safety.",Mattson Tomlin,Mattson Tomlin,"Drama,Sci-Fi,Thriller",2021.0,110.0,4.9,post apocalyptic world rocked violent android uprising young pregnant woman boyfriend desperately search safety mattson tomlin mattson tomlin drama sci fi thriller
8199,i feel pretty,"A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?","Abby Kohn,Marc Silverstein","Abby Kohn,Marc Silverstein","Comedy,Romance",2018.0,110.0,5.6,woman struggling insecurity wake fall believing beautiful capable woman planet new confidence empowers live fearlessly happens realizes appearance never changed abby kohn marc silverstein abby kohn marc silverstein comedy romance
8200,the players club,A woman must contend with rival strippers and her boss in an attempt to make a legitimate living.,Ice Cube,Ice Cube,"Comedy,Drama",1998.0,104.0,5.8,woman must contend rival stripper bos attempt make legitimate living ice cube ice cube comedy drama
8201,come play,A monster named Larry manifests itself through smart phones and mobile devices. Feature film version of the 2017 short film.,Jacob Chase,,"Drama,Horror,Mystery",2020.0,96.0,5.7,monster named larry manifest smart phone mobile device feature film version short film jacob chase drama horror mystery
8202,southbound,Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.,"David Bruckner(segment The Accident),Roxanne Benjamin(segment Siren),Roxanne Benjamin,David Bruckner,Matt Bettinelli-Olpin,Matt Bettinelli-Olpin(segments The Way In, The Way Out)","Roxanne Benjamin,Matt Bettinelli-Olpin,Susan Burke",Horror,2015.0,89.0,5.9,five interlocking tale terror follow fate group weary traveller confront worst nightmare darkest secret one long night desolate stretch desert highway roxanne benjamin matt bettinelli olpin susan burke david bruckner segment accident roxanne benjamin segment siren roxanne benjamin david bruckner matt bettinelli olpin matt bettinelli olpin segment way way horror
8203,slave of the cannibal god,"A woman and her brother fly to New Guinea to look for a lost expedition, led by her husband, which has vanished in the jungle.",Sergio Martino,"Cesare Frugoni,Sergio Martino","Adventure,Horror",1978.0,99.0,5.2,woman brother fly new guinea look lost expedition led husband vanished jungle cesare frugoni sergio martino sergio martino adventure horror
8204,in her shoes,"Strait-laced Rose breaks off relations with her party girl sister, Maggie, over an indiscretion involving Rose's boyfriend. The chilly atmosphere is broken with the arrival of Ella, the grandmother neither sister knew existed.",Curtis Hanson,"Jennifer Weiner,Susannah Grant","Comedy,Drama,Romance",2005.0,130.0,6.5,strait laced rose break relation party girl sister maggie indiscretion involving rose boyfriend chilly atmosphere broken arrival ella grandmother neither sister knew existed jennifer weiner susannah grant curtis hanson comedy drama romance
8205,fright night part 2,"Charley Brewster and Peter Vincent must face more vampires, out for revenge.",Tommy Lee Wallace,"Tim Metcalfe,Tom Holland,Miguel Tejada-Flores","Comedy,Horror,Thriller",1988.0,104.0,5.9,charley brewster peter vincent must face vampire revenge tim metcalfe tom holland miguel tejada flores tommy lee wallace comedy horror thriller
8206,extreme movie,A sketch-comedy movie about the joys and embarrassments of teen sex. But mostly the embarrassments.,"Adam Jay Epstein,Andrew Jacobson","Adam Jay Epstein,Will Forte,Andrew Jacobson",Comedy,2008.0,86.0,3.7,sketch comedy movie joy embarrassment teen sex mostly embarrassment adam jay epstein forte andrew jacobson adam jay epstein andrew jacobson comedy
8207,overdrive,"Two car thief brothers, who journey to the south of France for new opportunities, wind up in the cross hairs of the local crime boss.",Antonio Negret,"Michael Brandt,Derek Haas","Action,Adventure,Crime",2017.0,93.0,5.4,two car thief brother journey south france new opportunity wind cross hair local crime bos michael brandt derek haas antonio negret action adventure crime
8208,the exorcism of god,"An American priest working in Mexico is possessed during an exorcism and ends up committing a terrible act. Eighteen years later, the consequences of his sin come back to haunt him, unleashing the greatest battle within.",Alejandro Hidalgo,"Alejandro Hidalgo,Santiago Fernández Calvete","Drama,Horror",2021.0,98.0,5.3,american priest working mexico possessed exorcism end committing terrible act eighteen year later consequence sin come back haunt unleashing greatest battle within alejandro hidalgo santiago fern ndez calvete alejandro hidalgo drama horror
8209,marked for death,A retired DEA agent is out to hunt down and take out a Jamaican drug posse that has targeted he and his family for murder.,Dwight H. Little,"Mark Victor,Michael Grais","Action,Crime,Drama",1990.0,93.0,5.9,retired dea agent hunt take jamaican drug posse targeted family murder mark victor michael grais dwight h little action crime drama
8210,red tails,"A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.",Anthony Hemingway,"Aaron McGruder,John B. Holway,John Ridley","Action,Drama,History",2012.0,125.0,5.9,crew african american pilot tuskegee training program faced segregation kept mostly ground world war ii called duty guidance col j bullard aaron mcgruder john b holway john ridley anthony hemingway action drama history
8211,bad girls,Four prostitutes join together to travel the Old West.,Jonathan Kaplan,"Charles Finch,Albert S. Ruddy,Gray Frederickson","Action,Adventure,Drama",1994.0,99.0,5.2,four prostitute join together travel old west charles finch albert ruddy gray frederickson jonathan kaplan action adventure drama
8212,the iron lady,"An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene.",Phyllida Lloyd,Abi Morgan,"Biography,Drama",2011.0,105.0,6.4,elderly margaret thatcher talk imagined presence recently deceased husband struggle come term death scene past life girlhood british prime minister intervene abi morgan phyllida lloyd biography drama
8213,red,A reclusive man sets out for justice and redemption when three troublesome teens kill his dog for no good reason.,"Trygve Allister Diesen,Lucky McKee","Stephen Susco,Jack Ketchum","Drama,Thriller",2008.0,93.0,6.9,reclusive man set justice redemption three troublesome teen kill dog good reason stephen susco jack ketchum trygve allister diesen lucky mckee drama thriller
8214,lone wolf mcquade,"After helping the local police with some horse thieves, a Texas Ranger aims at a drug lord with arms trade as well. They're interested in the same woman and they're both into martial arts.",Steve Carver,"H. Kaye Dyal,B.J. Nelson","Action,Crime,Drama",1983.0,107.0,6.3,helping local police horse thief texas ranger aim drug lord arm trade well interested woman martial art h kaye dyal b j nelson steve carver action crime drama
8215,the rugrats movie,The babies gets lost in the forest after Tommy Pickles gets a new baby brother.,"Norton Virgien,Igor Kovalyov","David N. Weiss,Arlene Klasky,J. David Stem","Animation,Adventure,Comedy",1998.0,79.0,5.9,baby get lost forest tommy pickle get new baby brother david n wei arlene klasky j david stem norton virgien igor kovalyov animation adventure comedy
8216,my old lady,An American inherits an apartment in Paris that comes with an unexpected resident.,Israel Horovitz,,"Comedy,Drama,Romance",2014.0,107.0,6.4,american inherits apartment paris come unexpected resident israel horovitz comedy drama romance
8217,the love guru,"Pitka, an American raised outside of his country by gurus, returns to the States in order to break into the self-help business. His first challenge is to settle the romantic troubles and subsequent professional skid of a star hockey player whose wife left him for a rival athlete.",Marco Schnabel,"Mike Myers,Graham Gordy","Comedy,Romance,Sport",2008.0,87.0,3.8,pitka american raised outside country guru return state order break self help business first challenge settle romantic trouble subsequent professional skid star hockey player whose wife left rival athlete mike myers graham gordy marco schnabel comedy romance sport
8218,punch,"Jim is preparing for his first professional fight but begins to rethink his life's trajectory and his sexuality after tangling with Whetu, a gay Maori boy who spends his days in an old shack down by the beach.",Welby Ings,Welby Ings,"Drama,Sport",2022.0,98.0,6.3,jim preparing first professional fight begin rethink life trajectory sexuality tangling whetu gay maori boy spends day old shack beach welby ings welby ings drama sport
8219,house of darkness,"Hap offers Mina a ride home with ulterior motives, but his night takes a turn when he learns she lives in a creepy American castle...and the shadowy figures in the corridors make it clear that he isn't welcome.",Neil LaBute,Neil LaBute,"Comedy,Horror,Mystery",2022.0,88.0,4.7,hap offer mina ride home ulterior motif night take turn learns life creepy american castle shadowy figure corridor make clear welcome neil labute neil labute comedy horror mystery
8220,infinite storm,"When a climber gets caught in a blizzard, she encounters a stranded stranger and must get them both down the mountain before nightfall.","Malgorzata Szumowska,Michal Englert","Joshua Rollins,Pam Bales","Drama,Thriller",2022.0,97.0,5.2,climber get caught blizzard encounter stranded stranger must get mountain nightfall joshua rollins pam bale malgorzata szumowska michal englert drama thriller
8221,error,"When a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins, a team of mercenaries must stop them before they kill her.",Jesse V. Johnson,"Fangjin Song,Paul Staheli,Joey O'Bryan","Action,Thriller",2019.0,96.0,5.6,billionaire daughter intent bringing major crime syndicate targeted group professional assassin team mercenary must stop kill fangjin song paul staheli joey bryan jesse v johnson action thriller
8222,the poker house,A dramatization of Lori Petty's teenage years spent in small town Iowa.,Lori Petty,"Lori Petty,David Alan Grier",Drama,2008.0,93.0,6.3,dramatization lori petty teenage year spent small town iowa lori petty david alan grier lori petty drama
8223,bulworth,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,Warren Beatty,"Jeremy Pikser,Warren Beatty","Comedy,Drama,Romance",1998.0,108.0,6.8,suicidally disillusioned liberal politician put contract take opportunity bluntly honest voter affecting rhythm speech hip hop music culture jeremy pikser warren beatty warren beatty comedy drama romance
8224,the advent calendar,"Eva is a paraplegic. On her birthday, her friend Sophie gives her a strange Advent calendar. It's not the traditional treats you find when you open each drawer, but quirky gifts that are scary and get bloodier.",Patrick Ridremont,Patrick Ridremont,"Horror,Thriller",2021.0,104.0,6.3,eva paraplegic birthday friend sophie give strange advent calendar traditional treat find open drawer quirky gift scary get bloodier patrick ridremont patrick ridremont horror thriller
8225,21 & over,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.","Jon Lucas,Scott Moore","Scott Moore,Jon Lucas",Comedy,2013.0,93.0,5.8,night big medical school interview promising student celebrates st birthday two best friend scott moore jon lucas jon lucas scott moore comedy
8226,a disturbance in the force,"In 1978, filmmaker George Lucas is persuaded to turn over Star Wars to the world of the '70s variety hour, culminating in The Star Wars Holiday Special (1978), often cited as one of the worst forms of entertainment of all time.","Steve Kozak,Jeremy Coon",,"Documentary,History",2023.0,85.0,7.5,filmmaker george lucas persuaded turn star war world variety hour culminating star war holiday special often cited one worst form entertainment time steve kozak jeremy coon documentary history
